Palabra,Conteo
impone,2
refundación,1
organizar,1
fluida,2
miras,1
permear,1
esferas,1
contribuyen,2
proporcional,1
fortalecerlo,1
democratizarlo,1
coincidencia,2
regular,1
precampañas,1
unificar,1
calendarios,1
acotar,1
duración,2
campañas,2
fomentar,6
fiscalización,1
rigurosa,1
pertinencia,1
figuras,1
plebiscito,1
referéndum,1
pieza,1
reconocido,2
salvaguarda,1
encaminadas,1
sigo,1
consulta,1
realiza,1
tiendan,1
cotidiana,1
mesas,1
incluyen,1
siguiente,1
asumiré,1
obra,1
cifrar,1
dinámica,1
necesitamos,11
autónomas,1
cargas,2
tributario,1
proporcione,1
contribuyentes,2
equilibrar,2
privatizará,1
cfe,1
seriamente,1
aplazar,1
fortalecerlas,1
capitalizarlas,1
modernizarlas,1
radio,1
puntal,2
modernicen,1
garanticen,1
suministro,2
próximas,2
cadena,1
importando,1
refinados,1
competitivas,1
exploración,2
tendencias,1
decrecientes,1
canalizar,1
eléctrico,1
conjuguen,1
comprometer,1
regulatorio,1
asegure,2
responda,1
trata,2
laborales,2
actualizarnos,1
consolidado,2
desafío,4
consiste,2
refleje,2
mejoría,2
refuerzan,2
concretar,1
ideales,4
acompañen,1
consecución,1
equitativo,2
redefinir,2
replantear,1
estrategias,1
focalizar,1
extender,3
excluidos,1
estimular,3
formalización,1
complemente,1
generadora,1
negocios,1
intensa,2
conduzca,1
confirmar,1
preocupaciones,2
sacará,1
retraso,3
flexibles,1
prudentes,1
afianzar,1
estables,1
remunerados,1
abocarnos,1
materialicen,1
convicciones,2
aseguren,1
sumar,3
restar,1
dividida,2
débil,2
agravios,1
rencores,1
contribuyamos,1
predomine,1
responder,2
anhelo,1
imponga,1
quitar,1
acento,1
separa,1
ponerlo,1
confluencia,1
creativa,1
conciliadora,1
conjurar,1
impresión,1
fuente,4
acreditar,1
lógicas,1
divergentes,2
visiones,5
contrapuestos,2
modificación,1
real,2
aumenta,1
disminuyen,1
miedo,2
coincidir,3
faccionales,1
darles,1
venimos,1
error,1
planteados,1
partidario,1
trascienden,1
comprometernos,2
horizonte,2
aliento,2
visionario,1
caminar,1
ése,1
convencernos,1
apremia,1
hagamos,6
reserva,1
decidamos,1
fallamos,1
justificado,1
inauguración,1
insatisfacción,1
piedra,1
angular,1
suma,2
voluntades,3
urgentes,1
edificación,2
asumamos,4
favorecen,1
oposición,1
representativo,1
quiebre,1
fundamento,7
trasciende,1
ejerce,2
irrestricto,2
conciliación,2
orientación,1
recuento,2
inacabada,1
admitir,1
apelo,1
patriotismo,1
concluirlas,1
acechen,1
impaciencia,1
entusiasmo,1
servirnos,1
imaginamos,1
parece,3
torno,4
camara,1
diputado,4
juan,1
dios,1
castro,1
lozano,1
tenor,1
legislador,3
mariano,1
azuela,1
huitrón,1
señora,1
ministros,1
senador,1
enrique,1
jackson,1
ramírez,1
lix,1
testigos,2
republicanos,1
relevancia,1
anclado,1
elemento,2
definitorio,1
documento,2
relativa,1
cumplida,1
establecida,1
termina,1
trabajar,4
siguientes,1
abocarán,2
turno,2
estudio,1
entregados,1
llevaremos,1
sostendremos,1
efecto,2
decirlo,3
divergencias,2
reflexión,4
enmarcada,1
acuciosidad,1
amerita,1
harán,2
corresponderán,1
traduce,1
tope,1
sustanciales,2
quincuagésima,1
distinguibles,1
rivales,1
obligaciones,3
llamada,1
trance,1
haremos,1
corazones,1
amarguras,1
dolores,1
satisfacciones,1
entra,1
gobierna,1
abrazarán,1
egoísta,1
pesimismo,1
consumirá,1
agitaciones,1
estériles,3
aprovechará,1
aire,2
robustecer,3
animará,1
peligro,1
junta,1
completa,1
abandonaremos,1
costa,3
tanta,2
conquistada,1
damos,1
pasajera,1
entendemos,1
aferramos,1
ahínco,1
señala,1
detallan,1
referiré,1
incorporé,1
recibí,3
profundizar,4
tuviera,1
fijar,2
someta,1
oriente,1
definición,2
cuente,3
salir,2
adelante,3
logra,1
dirigida,1
elegir,1
ideas,3
participar,3
decidir,3
vidas,1
hablamos,2
demostrando,1
enriquecen,1
mutuamente,1
verdades,1
cree,1
perfecta,1
dispuestos,1
bregar,2
pasiones,2
luchas,1
arriesgar,1
absolutos,1
desánimo,1
reflejen,1
respondan,2
informada,2
recta,1
omiten,1
centrales,2
carecen,2
resolverlos,1
acaba,1
insatisfecha,1
gobernable,1
evidentes,1
construimos,3
clase,1
desilusione,1
tantos,1
vano,1
espontáneos,1
construcciones,1
deliberadas,1
formuladas,1
modeladas,1
liderazgos,1
investidas,1
proviene,1
esencialmente,1
individual,2
comienza,1
asumirlos,1
torna,1
suya,1
virtud,2
temporales,1
permanencia,2
vivamos,1
reconozca,1
sujete,1
sólidos,1
nacen,1
confirman,2
patrimonial,3
separarse,1
tradujo,1
rediseñó,1
estableció,1
relacionadas,1
desmantelado,1
51,1
bandas,1
liberado,1
458,1
sumamos,1
coordinado,1
procuradurías,1
incrementamos,1
presupuestado,1
proponiendo,1
duplicar,1
2005,3
tenga,2
planeación,1
recibiendo,1
laredo,1
ciudadanas,7
ayuden,1
concientizar,1
justifique,1
tolere,1
vigilante,1
defensora,1
cumplan,1
marzo,2
envié,1
rediseñar,2
articulada,1
formada,1
encargue,1
seremos,1
eficaces,2
combatirlos,1
juicios,1
penales,1
transparentes,1
oral,1
corta,1
pronta,1
dejará,1
muerta,1
repare,1
exigido,3
rendí,1
concretas,1
acordamos,1
emergente,1
delictivo,1
recogen,1
sentado,2
criminales,1
escondan,1
tras,1
atacamos,1
publicado,1
relativas,1
homicidios,1
ofensa,1
endosa,1
evade,1
genética,1
forense,1
preliminares,2
establecido,1
81,1
chihuahua,1
encuentran,1
propiciaron,1
denunciados,1
actúe,2
agresiones,1
único,3
absoluto,1
presentó,2
atribuir,1
condenados,1
muerte,2
victoria,1
ensombrecieron,1
fiscalía,1
técnica,1
operativa,1
acatará,1
herramienta,1
adecuadas,1
hito,2
regionales,1
reconocimos,1
iguales,2
federalista,2
participantes,1
fructificó,1
323,1
unánimes,1
recaudatorios,1
sientan,1
corresponden,2
congresos,1
bienes,5
fortalecerla,3
perfectible,2
enviamos,2
disminuir,2
costos,2
facilitar,2
regularizando,1
cosechamos,1
duradera,1
nacida,1
desactivado,1
focos,1
rojos,1
amenazaban,1
bernalejo,1
sierra,1
chimalapas,1
profesionalizar,1
usar,1
atendió,1
solicitudes,1
contribuyendo,1
conozca,1
vigile,1
hizo,3
incorporación,1
premio,1
estocolmo,1
certificación,2
administrativos,1
reorientado,1
cancelado,1
165,1
actor,2
compartidos,2
líder,1
forja,1
demostramos,2
amplíe,1
pacifista,1
solicitud,2
facilite,1
colombia,1
consolidó,1
haber,3
sede,1
encuentros,1
firmada,1
albergamos,1
quinta,1
omc,1
américas,1
estrechado,1
estratégicos,1
luchamos,1
saben,1
defender,4
traduzcan,2
integrada,1
sexta,1
concertación,1
tuxtla,1
solicitar,1
mercosur,1
asociado,1
llevarnos,1
individuales,1
adversa,1
últimas,1
compra,1
aprovechar,1
regreso,1
trimestre,2
creció,2
expandió,1
esperamos,4
281,1
incorporaron,1
prestaciones,1
autoempleo,1
deprisa,1
satisfacen,1
formales,1
estiman,1
preocupantes,1
cotización,1
afiliados,1
elevado,1
adquirir,1
fijas,2
accesibles,1
trabajador,1
consolidaremos,1
organismo,1
doce,3
invito,1
tregua,2
reemprendamos,1
alcancemos,1
fonacot,1
finalizar,2
ascenderá,1
creadas,2
evita,1
derroche,1
incrementará,1
porcentual,1
proporción,3
ubicándose,1
padrón,2
pagaban,1
orientado,1
superación,5
burocráticas,1
pib,1
complementa,1
desactivamos,1
vencimiento,2
firmó,1
116,1
heredamos,1
emitió,1
bono,1
tasa,3
fija,1
conseguíamos,1
plazos,1
índice,1
bolsa,1
52,1
ascendieron,1
591,1
evolución,1
exportaciones,3
propiciado,1
apoyen,1
transformado,1
reestructurado,1
convirtiéndola,1
productivas,1
respaldaba,1
450,1
nafin,1
accesible,1
planta,1
llevando,1
tenían,1
bansefi,1
conformamos,1
usuarios,1
alrededor,1
tarjeta,1
débito,1
palancas,1
uruguay,1
china,1
neutralizar,1
visitantes,1
estimamos,1
captar,1
externo,1
reactivando,1
invirtiendo,1
montos,1
consolidando,1
modernizado,1
carreteros,1
paralela,1
extendiendo,1
aeroportuaria,1
aeropuerto,1
prolongar,1
25,2
igualmente,2
modernizamos,1
aeropuertos,1
cuernavaca,1
puebla,1
querétaro,2
león,1
toluca,1
carmen,1
obregón,1
comunicarnos,1
computarizados,1
satelitales,1
telefónica,1
eléctricas,1
asociadas,1
necesitará,1
década,2
área,1
metropolitana,1
hidrocarburos,1
desarrollamos,1
aumentamos,1
restitución,1
importación,1
petrolíferos,1
combustibles,1
recuperado,1
trabajos,1
anunciaron,1
descubrimientos,2
golfo,2
consolidan,2
revelan,1
potenciales,1
conocemos,1
ritmo,4
ganadero,1
frijol,1
azúcar,1
café,1
lentejas,1
120,1
comienzo,1
garantizamos,1
agraria,1
titulación,1
predios,1
procede,1
finalizará,1
ejidales,1
ecológico,1
humanidad,2
cuenca,3
burgos,1
california,1
republicano,3
jalisco,1
unimos,2
modernizando,1
distritos,1
riego,1
río,1
bravo,1
duplicado,1
plantaciones,2
forestales,1
262,1
deforestación,1
afrontando,1
afirmar,2
camina,1
claros,1
reafirmar,2
solidario,2
asumido,1
alentadoras,1
porcentajes,1
pasan,1
promueva,1
aprobado,3
disfrute,2
consagrados,1
transparenta,1
destinados,2
apoyarla,1
estructural,1
apremiante,2
combatirla,1
amenaza,1
ocultamos,1
soslayamos,1
mejoramos,1
anemia,1
microcuencas,1
dotando,1
localidades,1
urbana,1
operará,2
170,1
confirmaron,1
correcto,1
definitivo,1
impulsarlo,1
condicionar,1
supervisión,1
preescolar,1
abandonar,1
poderoso,2
pronabes,1
continúen,1
adultos,2
concluido,2
preparación,1
incorporan,1
clases,1
echamos,1
andar,1
tendrá,1
pizarrones,1
electrónicos,1
digitalizados,1
complemento,1
aulas,1
primarias,1
grados,1
trabajarán,1
brecha,2
digital,1
lee,1
enriquece,1
286,1
912,1
hubieran,1
dedicación,1
admiración,2
duplicaron,1
ayer,2
firmé,1
sumen,1
descentralizado,1
transmisiones,1
canales,1
raíces,2
ejercen,1
comparable,1
expuestos,1
médica,2
hospitalización,1
cirugía,1
genómica,1
pacientes,1
medicamentos,1
habitacional,1
infonavit,1
lastima,4
reemplazamos,1
paternalista,1
discriminatorio,1
atañen,1
consultivo,1
indígena,1
19,1
80,1
amplios,1
nacieron,1
espontánea,1
ardua,2
prolongada,2
criticar,1
disentir,3
libres,3
esfera,3
asumirla,2
responsabilizar,1
u,2
omisiones,2
eliminé,1
discrecionales,1
potestades,1
abre,1
incertidumbres,1
entrañar,1
optado,1
debatir,1
procesarlos,1
prevalecer,1
errores,1
corregirlos,1
ventaja,1
agota,2
venir,1
favorezcan,1
funda,1
hilo,1
conductor,1
reformar,2
ciudadana,5
sentándonos,1
privilegiada,1
consensos,2
transitemos,1
escuchemos,1
acatemos,1
comprometen,1
conquista,4
costado,1
cuidarla,1
superarse,1
extendida,1
manlio,1
fabio,1
beltrones,1
rivera,1
satisfacción,1
detenimiento,1
encrucijada,1
extraordinarias,1
polarización,1
afán,2
revancha,1
promisorios,1
esperaban,2
ingresado,2
amarga,1
incapaz,3
mitigar,1
crecientes,2
haberse,1
convertido,5
marcar,2
aminoren,1
detengan,1
redoblen,1
apresuren,1
olvidarse,1
ambiciones,1
conjuntas,1
provecho,1
frutos,3
espinosos,1
pensamos,1
enfoques,1
convenga,1
fácil,3
allanar,1
sacrificar,1
áspera,1
razonado,1
retome,1
celeridad,1
podría,2
asegurarse,1
gane,1
elección,1
pierda,1
cumplirle,1
vendrá,1
importa,2
agote,1
antecedente,1
entenderse,1
deliberación,3
fundado,1
destruir,1
discrepar,1
abrumar,1
anular,1
sustentan,1
obedezcan,1
exclusivo,1
filosofía,1
sola,2
admisible,2
oficina,1
trámite,1
instancia,1
verlo,1
obstructor,1
contraparte,1
posibilidades,2
recordemos,2
conservar,1
adquiera,1
justificación,1
parlamentaria,1
procesado,1
enviado,1
surgido,1
camaral,1
promulgado,1
ordenamientos,1
contrapeso,1
ejercemos,1
velando,2
aprovechamiento,1
honrado,1
competen,1
empecemos,1
entonces,6
advierten,1
expresan,1
algo,1
fallando,1
señales,1
respondido,1
ofrecieron,1
implacables,1
agravia,1
crispa,1
ánimos,1
íntegramente,1
decirse,2
poca,1
excedentes,1
petroleros,1
regional,2
perciben,1
acreditando,1
rendimientos,1
subsisten,1
combativos,1
superados,1
sustituya,1
agotó,1
1997,1
lejano,1
espejismo,1
autoritaria,1
valoran,1
apoyarse,1
arduas,1
desgaste,1
detallado,2
comentaremos,1
salidas,2
inteligentes,2
crea,1
resuelve,2
persistente,1
lamentablemente,1
desean,1
admitirán,1
pensado,1
pretensión,1
votados,1
reflejan,1
tejido,1
colectividad,1
reconozcamos,1
propagación,1
réplica,1
maduro,1
piensan,2
convierte,2
pretexto,1
incapacidades,1
refugiarse,1
voluntarismo,1
alentar,1
excluirse,1
auténticos,1
llamar,1
reconciliación,1
fórmula,1
vacía,1
retórico,1
provisto,1
une,2
construye,1
precisos,1
sustentados,1
aspiran,2
rivalidad,1
partidarias,1
divididos,1
pretextos,1
discordia,1
entender,2
ceder,1
conceder,1
acercar,1
limpieza,1
devolverle,1
prestigio,1
fecundo,1
desacreditar,1
confundir,1
malos,1
nocivas,1
atentar,1
unir,2
digamos,1
parafraseando,1
luis,1
donaldo,1
colosio,1
temer,1
incompetencia,1
reivindiquemos,1
nobleza,1
convocar,2
pensemos,3
entendiendo,1
radicalismo,1
seamos,1
radicales,1
concebido,1
norma,1
razonando,1
identifica,1
categoría,1
crisol,1
admitamos,1
llamadas,1
planteamientos,1
formulados,1
legislaturas,1
infortunadamente,1
escogido,1
inútil,2
mediática,1
abismo,1
determinar,2
agotemos,1
alcances,1
libraremos,1
pesado,1
lastre,1
falsas,1
disyuntivas,1
trabado,1
olvidemos,1
actualicemos,1
referente,1
reanudemos,1
rectora,1
desvinculado,1
coto,1
patrimonialismo,1
voraz,2
consume,1
corrompe,1
someten,1
regla,1
subterfugio,1
saquear,1
impunemente,1
enriquecimiento,1
experimentado,1
carne,1
abandonarse,1
expansiva,1
deficitaria,1
pretende,1
monopolios,2
establezcan,1
oligopolios,1
privados,1
privatizada,1
traslado,1
servir,6
lucro,1
convertirlas,1
pesada,1
entienda,1
abandone,1
subordinación,1
dónde,3
combinarlos,1
auténtico,2
prejuicios,1
confrontaciones,1
definidos,1
delimitados,1
modalidades,1
ritmos,1
discutir,1
asegurarlo,1
preguntémonos,1
iniciar,1
jornada,1
pesimista,1
dirigiéndose,2
iván,2
garcía,2
solis,1
solís,1
continúa,2
agotamiento,1
maduración,1
llenos,1
luminosas,1
recompensas,1
claudicar,1
desfallecer,1
aminorar,1
expresado,2
pensador,1
max,1
quebrarse,1
incongruente,1
resistente,1
concluyo,1
respondamos,1
perseverante,1
vayamos,2
pasajero,1
antigua,1
ideal,3
perdurable,1
egoísmo,2
entregarnos,2
subirnos,1
tren,1
detallada,1
complementado,1
gabinete,1
ordinario,1
dirigirme,2
mostrar,1
eco,1
rito,1
transforma,1
compilaban,1
presentaban,1
favorables,1
lucimiento,1
triunfar,1
gesta,1
incondicional,1
corazón,2
enseñado,2
fuerte,5
protegen,1
expanden,1
garantizan,2
sentimientos,1
pilares,1
prensa,2
larga,2
cambiado,3
disenso,1
reflejo,3
abiertamente,1
exigente,1
arraigan,1
inalienables,1
preciados,2
barrera,1
defiende,2
apoyados,1
supremacía,1
suyas,1
ineludibles,1
exigieron,1
agobiante,1
influencia,1
desmedida,1
excesivo,1
concentraba,1
frenos,1
habla,1
propicio,2
atravesado,1
descentralizando,1
entidad,1
federativa,1
municipio,1
mediano,1
respondiendo,1
piso,2
rindan,1
diluyan,1
prosperidad,1
alcanzamos,1
satisfaga,1
debajo,1
sustentada,1
decide,1
ofende,1
conjugar,2
atacando,1
verdaderas,1
exigencia,3
humanistas,1
prepara,1
encarar,2
adelantos,1
privilegio,1
empieza,1
sinónimo,2
profundizando,1
riendas,1
configuran,1
existía,1
brindar,2
deudas,2
convergen,1
tranquilidad,1
adecuar,1
vigente,1
funcionen,1
hablemos,1
impostergable,1
aliviar,1
tomemos,1
profundicen,1
continuará,1
modernizándose,1
entraña,2
razones,2
ponderar,1
ineludiblemente,1
respaldar,1
puedo,1
tipo,2
posponer,1
temprano,1
afrontarlas,1
abramos,1
democracias,1
fundan,1
legislativos,1
ocurrido,1
dejado,1
lección,1
fluyan,1
favorecer,2
imprimir,1
sintonía,1
mundiales,1
convirtamos,1
transformadora,1
demasiados,1
muros,1
desalienta,1
entendimientos,1
equilibrios,1
empeñada,2
preferible,1
subsidiariedad,1
contribuir,3
guiarnos,1
exigencias,1
rigen,1
defraude,1
castigado,1
reivindicar,1
tomando,1
destinos,1
demócratas,3
invaluable,1
ganado,1
volverá,1
atrás,1
gratitud,1
valentía,2
abrirse,1
encarnan,1
cualidades,1
indispensables,1
sueños,1
confía,1
huellas,1
reiterarles,1
tradiciones,1
impuesto,1
protagonista,2
verdaderamente,2
próximo,2
reafirmaremos,1
actuaremos,1
recibirá,1
contribuiremos,1
comicios,1
regresarán,1
eligen,1
recibir,1
mayoritario,1
ajustarse,1
estrictamente,1
candidatos,1
legales,2
saldrá,1
volcó,1
valido,3
respetan,1
derrotado,1
tenacidad,1
mirando,1
brega,1
afrontémosla,1
pasión,1
acojamos,1
comunes,2
alcanzará,2
plenos,1
retroceder,1
confrontar,1
dividir,1
precedieron,1
enseñaron,1
sabían,1
emprendieron,1
heroísmo,1
ignorar,1
enseñanzas,1
desearon,1
abuelos,1
heredar,1
merecemos,1
implacable,1
entereza,1
actuemos,2
heliodoro,1
díaz,1
escárraga,1
legisladoras,1
magna,2
exposición,1
verbal,1
desplegada,1
desafortunadamente,1
desarrollará,1
óptimo,1
ruptura,1
distancia,2
quererlo,1
disensos,1
irreductibles,1
encontradas,1
electores,1
usted,4
producido,1
esperados,1
estallido,1
padecemos,1
inconformidad,1
piensa,1
polariza,1
interpreta,1
conculcar,1
destrucción,1
sirve,1
extremo,1
aprobamos,1
costosa,1
ávida,1
ejerciten,1
eficientemente,1
indica,1
denota,1
combatan,2
reconcilien,1
pacifiquen,1
forjan,1
oficio,1
disidencia,1
omitimos,1
pretenden,1
perceptibles,1
queden,2
retórica,1
abortadas,1
demandamos,2
prometido,1
dijo,2
arregle,1
seguimos,1
prestos,1
colaborar,1
coartada,1
fracaso,1
aspiramos,2
viva,1
individualismos,1
beneficien,1
enviadas,1
modificado,1
razonadamente,1
campos,1
macro,2
varios,1
coincidentes,1
agendas,1
interesa,1
materias,1
atacar,2
contradicciones,1
amagos,1
intranquiliza,1
conspira,1
coexistencia,1
armónica,1
murieron,1
esclarecieran,1
urgen,1
prevengan,1
disminuyan,1
drásticamente,1
delictiva,1
reflejarse,1
moralizar,1
reingeniería,1
eficientar,1
espinoso,1
empezado,1
cuestionar,1
eleve,1
arraiguen,1
trabaje,1
campe,1
mensajes,1
contradictorios,1
altamente,1
produce,1
llena,1
insuficiencias,1
avecinan,1
emplear,1
minar,1
figura,1
preservarse,1
intacta,1
distraer,1
confrontarse,1
intento,1
influir,1
esforzarse,1
planteadas,1
indudablemente,1
disputa,1
regida,1
asuma,1
comportamiento,1
acorde,1
comprometemos,1
planteemos,1
conveniencia,1
atemperar,1
discurso,2
arreglar,1
estridencias,1
diferendos,1
discursos,1
temple,1
contundencia,1
cuidemos,1
publicistas,1
antepongan,1
popularidad,1
encuestas,1
estadista,2
debiera,1
egoísmos,1
cálculos,1
usureros,1
inmediatos,1
recuperarla,1
reconquista,1
caudillos,1
comprenderlo,1
salva,2
populares,1
mostró,1
cualidad,1
dirigirse,1
1871,1
cito,1
ve,1
preciosos,1
dejen,2
cooperar,1
eficazmente,1
salvarlos,1
ayudar,1
encargado,1
hallen,1
bruscamente,1
amagadas,1
sexto,3
asistir,1
impidió,1
pudiera,1
dirigir,1
contraria,1
investidura,1
escuchadas,1
carta,1
asistí,1
entregué,1
vuelta,1
tomamos,1
surgen,1
establecimiento,1
exigió,1
exento,1
funciona,1
centralismo,1
degradaba,1
engrandece,1
creemos,1
discrecional,1
contrato,1
verbo,1
sustantivo,1
perfectibles,1
diluye,1
aniquila,1
puntales,1
clave,1
ciña,1
próspera,1
condena,1
castiga,1
afirma,1
conducen,1
centrada,1
imperan,1
echar,1
impide,1
orgullosa,1
pluriétnica,1
multicultural,1
hicieran,1
valer,1
manejo,1
endeudado,1
futuras,1
sustancial,1
valiosa,1
inicie,1
novedosos,1
comunicaciones,1
transportes,1
mejoran,1
aliciente,1
procesan,1
hablan,1
demócrata,1
proclamarlo,1
evaluarlo,1
luz,1
fuimos,1
partícipes,1
concurrido,1
competido,1
cívico,1
tribunal,1
baluartes,1
desconocerlo,1
argumento,1
acorralarla,1
necesitados,1
prudencia,1
estridencia,1
prevalezca,1
cerrazón,1
filiaciones,1
generosa,1
cabemos,1
enorgullece,1
heroicas,1
servido,1
vean,1
obligadas,1
discriminados,1
contribuiría,1
suficientemente,1
independientes,1
competitivos,1
descalificación,1
divisiones,1
pasa,1
conformado,1
llevaré,1
rectitud,1
mí,1
